temperature,humidity,pressure,altitude,absolute_orientation[0],absolute_orientation[1],absolute_orientation[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],linear_acceleration[0],linear_acceleration[1],linear_acceleration[2],acceleration_magnitude,angular_velocity_magnitude,pitch,roll,jerk[0],jerk[1],jerk[2],jerk_magnitude
19.52,32.6,101564.48,-19.92,359.94,-6.81,92.56,-0.06,0.06,0.06,0.04,0.24,0.03,0.24515301344262524,0.10392304845413264,1.3654009376051293,-0.9272952180016123,0.0,0.0,0.0,0.0
19.52,32.69,101565.31,-19.99,359.94,-6.81,92.56,0.0,-0.06,-0.06,0.01,0.24,0.01,0.24041630560342617,0.08485281374238571,1.5119388208478153,-0.7853981633974483,-1.5,0.0,-0.9999999999999998,1.8027756377319946
19.52,32.69,101565.31,-19.99,359.94,-6.81,92.56,0.06,0.13,0.0,0.02,0.24,0.03,0.24269322199023194,0.14317821063276354,1.4216801735207778,-0.5880026035475676,0.5,0.0,0.9999999999999998,1.1180339887498947
19.52,32.78,101564.05,-19.88,359.94,-6.81,92.56,0.06,0.13,0.06,0.02,0.23,0.05,0.23622023622035435,0.15524174696260024,1.3408017893682531,-0.3805063771123649,0.0,-0.49999999999999906,1.0000000000000002,1.1180339887498947
19.52,32.78,101564.05,-19.88,359.94,-6.81,92.56,-0.06,0.06,0.0,0.02,0.24,0.02,0.24166091947189142,0.08485281374238571,1.4534863015803035,-0.7853981633974483,0.0,0.49999999999999906,-1.5,1.5811388300841893
19.52,32.84,101563.16,-19.81,359.94,-6.81,92.56,0.0,0.06,0.06,0.01,0.23,0.0,0.23021728866442678,0.08485281374238571,1.5273454314033659,-1.5707963267948966,-0.5,-0.49999999999999906,-1.0,1.2247448713915887
19.52,32.84,101563.16,-19.81,359.94,-6.81,92.56,0.19,0.06,0.0,0.05,0.24,0.01,0.24535688292770594,0.19924858845171275,1.361450022675846,-1.373400766945016,2.0,0.49999999999999906,0.5,2.1213203435596424
19.52,32.92,101562.09,-19.72,359.94,-6.81,92.56,-0.06,0.13,0.0,0.03,0.22,0.0,0.22203603311174516,0.14317821063276354,1.4352686128093959,-1.5707963267948966,-1.0000000000000002,-0.9999999999999994,-0.5,1.4999999999999998
19.52,32.92,101562.09,-19.72,359.94,-6.81,92.56,0.06,-0.13,0.06,0.04,0.23,0.05,0.23874672772626646,0.15524174696260024,1.2992749758483608,-0.6747409422235526,0.5000000000000001,0.5000000000000004,2.5,2.598076211353316
19.53,33.3,101564.44,-19.92,359.94,-6.81,92.56,0.0,0.0,-0.06,0.02,0.23,0.01,0.23108440016582688,0.06,1.4738805568149178,-1.1071487177940904,-1.0,0.0,-2.0,2.23606797749979
19.53,33.31,101563.77,-19.86,359.94,-6.81,92.56,0.0,0.0,-0.06,0.02,0.23,0.04,0.23430749027719963,0.06,1.3787519236611363,-0.4636476090008061,0.0,0.0,1.5,1.5
