temperature,humidity,pressure,altitude,absolute_orientation[0],absolute_orientation[1],absolute_orientation[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],linear_acceleration[0],linear_acceleration[1],linear_acceleration[2],acceleration_magnitude,angular_velocity_magnitude,pitch,roll,jerk[0],jerk[1],jerk[2],jerk_magnitude
20.25,32.76,101517.62,-16.02,359.94,-6.31,89.06,0.0,0.19,0.0,0.0,0.21,-0.02,0.21095023109728983,0.19,1.4758446204521403,-3.141592653589793,0.0,0.0,0.0,0.0
20.25,32.76,101517.62,-16.02,359.94,-6.31,89.06,-0.19,0.19,0.0,0.03,0.31,-0.02,0.3120897306865447,0.26870057685088805,1.4550084606286648,-2.1587989303424644,1.5,5.0,0.0,5.220153254455275
20.25,32.73,101517.86,-16.04,359.94,-6.31,89.06,-0.06,-0.06,-0.13,0.01,0.05,0.04,0.06480740698407861,0.15524174696260024,0.8812217608851565,-0.24497866312686414,-0.9999999999999998,-13.0,3.0,13.379088160259652
20.25,32.73,101517.86,-16.04,359.94,-6.31,89.06,0.13,0.0,0.06,0.0,-0.03,0.02,0.03605551275463989,0.14317821063276354,-0.982793723247329,-0.0,-0.5,-4.0,-1.0,4.153311931459037
20.25,32.73,101518.02,-16.06,359.94,-6.31,89.06,-0.06,-0.06,0.0,0.01,0.06,0.02,0.06403124237432849,0.08485281374238571,1.2140629382808028,-0.4636476090008061,0.5,4.5,0.0,4.527692569068709
20.25,32.73,101518.02,-16.06,359.94,-6.31,89.06,-0.31,0.19,-0.13,0.02,0.36,-0.02,0.36110940170535577,0.3861346915261565,1.4923899719029439,-2.356194490192345,0.5,15.0,-2.0,15.14100392972672
20.26,32.71,101516.05,-15.89,359.94,-6.31,89.06,-0.06,0.06,-0.06,-0.01,0.21,0.0,0.21023796041628637,0.10392304845413264,1.5232132235179132,1.5707963267948966,-1.5,-7.5,1.0,7.713624310270756
20.26,32.71,101516.05,-15.89,359.94,-6.31,89.06,0.19,0.0,0.13,-0.02,0.08,0.02,0.08485281374238571,0.23021728866442678,1.2309594173407747,0.7853981633974483,-0.5,-6.5,1.0,6.59545297913646
20.26,32.69,101516.38,-15.92,359.94,-6.31,89.06,0.13,0.06,-0.06,0.0,0.07,0.01,0.07071067811865477,0.15524174696260024,1.4288992721907328,-0.0,1.0,-0.4999999999999997,-0.5,1.224744871391589
20.26,32.34,101515.65,-15.86,359.94,-6.31,89.06,-0.06,0.19,0.0,0.0,0.14,0.01,0.14035668847618202,0.19924858845171275,1.4994888620096063,-0.0,0.0,3.5000000000000004,0.0,3.5000000000000004
20.27,32.31,101520.25,-16.24,359.94,-6.31,89.06,-0.06,0.06,-0.06,0.01,0.24,-0.01,0.24041630560342617,0.10392304845413264,1.5119388208478153,-2.356194490192345,0.5,4.999999999999999,-1.0,5.123475382979798
20.27,32.31,101520.25,-16.24,359.94,-6.31,89.06,-0.19,-0.06,0.06,0.03,0.26,0.0,0.261725046566048,0.2080865204668481,1.4559197213779975,-1.5707963267948966,0.9999999999999998,1.0000000000000009,0.5,1.5000000000000004
20.27,32.27,101519.16,-16.15,359.94,-6.31,89.06,0.0,0.19,0.06,0.0,0.21,0.0,0.21,0.19924858845171275,1.5707963267948966,-0.0,-1.5,-2.500000000000001,0.0,2.915475947422651
20.27,32.27,101519.16,-16.15,359.94,-6.31,89.06,0.25,0.0,0.0,0.01,0.0,0.01,0.01414213562373095,0.25,0.0,-0.7853981633974483,0.5,-10.5,0.5,10.523782589924593
20.27,32.22,101517.33,-16.0,359.94,-6.31,89.06,-0.06,0.06,-0.06,0.01,0.06,0.01,0.06164414002968976,0.10392304845413264,1.3393189628247182,-0.7853981633974483,0.0,3.0,0.0,3.0
20.27,32.22,101517.33,-16.0,359.94,-6.31,89.06,-0.19,0.0,0.0,0.01,0.21,-0.03,0.212367605815953,0.19,1.4213346429696279,-2.819842099193151,0.0,7.5,-2.0,7.762087348130012
20.26,32.21,101517.91,-16.05,359.94,-6.31,89.06,-0.06,-0.19,0.13,0.0,0.26,0.02,0.260768096208106,0.23790754506740638,1.4940244355251187,-0.0,-0.5,2.500000000000001,2.5,3.5707142142714257
20.26,32.21,101517.91,-16.05,359.94,-6.31,89.06,0.06,0.06,-0.19,0.0,0.12,0.01,0.12041594578792295,0.2080865204668481,1.4876550949064553,-0.0,0.0,-7.000000000000001,-0.5,7.0178344238091
20.27,32.16,101516.83,-15.96,0.06,-6.25,88.94,19.69,-0.94,-11.63,-6.19,-4.89,-0.82,7.930989849949374,22.88747692516587,-0.6643769026409945,1.7025012088546685,-309.5,-250.49999999999997,-41.5,400.3283027716127
20.27,32.16,101516.83,-15.96,0.0,-6.37,88.94,-5.69,0.37,1.69,5.64,-3.07,-1.73,6.650368410847627,5.947192615007521,-0.47983020440766494,-1.8684228757509396,591.5,90.99999999999999,-45.5,600.1862211014178
20.27,30.87,101514.84,-15.79,0.19,-6.37,89.0,-0.06,-0.06,0.06,0.01,0.16,0.0,0.16031219541881397,0.10392304845413264,1.5083775167989393,-1.5707963267948966,-281.5,161.5,86.5,335.86716124086917
20.27,30.87,101514.84,-15.93,0.19,-6.37,89.0,-0.19,0.19,0.0,0.0,0.18,0.0,0.18,0.26870057685088805,1.5707963267948966,-0.0,-0.5,0.9999999999999994,0.0,1.1180339887498945
20.27,30.82,101516.43,-15.93,0.19,-6.37,89.0,-0.31,0.06,0.06,0.02,0.22,0.0,0.22090722034374521,0.32140317359976395,1.4801364395941514,-1.5707963267948966,1.0,2.0000000000000004,0.0,2.2360679774997902
20.27,30.8,101517.78,-16.04,0.19,-6.37,89.0,0.06,0.06,-0.06,-0.01,0.11,0.0,0.11045361017187261,0.10392304845413264,1.4801364395941514,1.5707963267948966,-1.5,-5.5,0.0,5.70087712549569
20.27,30.8,101517.78,-16.04,0.19,-6.37,89.0,0.06,-0.13,-0.13,0.0,0.04,0.0,0.04,0.19339079605813717,1.5707963267948966,-0.0,0.5,-3.5000000000000004,0.0,3.535533905932738
20.27,30.77,101517.13,-15.98,0.19,-6.37,89.0,0.0,0.06,0.0,0.01,0.02,0.0,0.022360679774997897,0.06,1.1071487177940904,-1.5707963267948966,0.5,-1.0,0.0,1.118033988749895
20.27,30.77,101517.13,-15.98,0.19,-6.37,89.0,-0.06,0.06,-0.13,0.0,0.11,-0.02,0.11180339887498948,0.15524174696260024,1.3909428270024184,-3.141592653589793,-0.5,4.5,-1.0,4.636809247747852
20.27,30.74,101516.63,-15.94,0.19,-6.37,89.0,-0.06,0.0,0.0,0.0,0.3,0.0,0.3,0.06,1.5707963267948966,-0.0,0.0,9.5,1.0,9.5524865872714
20.27,30.74,101516.63,-15.94,0.19,-6.37,89.0,-0.06,-0.13,-0.06,0.0,0.17,0.0,0.17,0.15524174696260024,1.5707963267948966,-0.0,0.0,-6.499999999999999,0.0,6.499999999999999
20.27,30.7,101516.13,-15.9,0.19,-6.37,89.0,-0.13,0.0,0.06,0.0,0.06,0.03,0.0670820393249937,0.14317821063276354,1.1071487177940904,-0.0,0.0,-5.500000000000001,1.5,5.700877125495691
20.27,30.7,101516.13,-15.9,0.19,-6.37,89.0,0.25,0.13,0.06,0.0,0.09,0.0,0.09,0.28809720581775866,1.5707963267948966,-0.0,0.0,1.5,-1.5,2.1213203435596424
20.29,30.05,101516.42,-15.93,358.12,-6.12,82.94,-2.0,-5.37,0.19,-0.15,0.42,-1.29,1.3649175799292792,5.7334980596491,0.31278624924173126,3.0258334358689827,-7.5,16.499999999999996,-64.5,66.99813430238189
20.29,30.01,101517.68,-16.03,357.81,-6.06,82.94,-1.94,-4.87,0.81,-0.32,-0.26,-1.23,1.2972663566130125,5.304394404642249,-0.20178807696678686,2.887072295311844,-8.5,-33.99999999999999,3.0000000000000027,35.17456467392311
20.29,30.01,101517.68,-16.03,357.62,-6.06,82.94,0.88,-4.56,0.69,-0.17,-0.59,-1.23,1.3747363383572866,4.695114482097321,-0.44357719353137826,3.0042513761228595,7.5,-16.499999999999996,0.0,18.124568960391855
20.29,30.02,101514.02,-15.73,357.44,-6.06,82.94,-2.37,-4.81,-0.37,-0.68,0.29,-2.44,2.5495293683344773,5.374932557716422,0.11399320289181822,2.869800494915094,-25.5,43.99999999999999,-60.5,79.03480246068816
20.29,30.02,101514.02,-15.73,357.37,-6.0,82.94,0.37,2.5,-1.19,-1.1,-0.19,-5.05,5.1719048715149425,2.793385043276347,-0.03674521634420299,2.9271209548415538,-21.0,-24.0,-130.5,134.3400535953444
20.29,30.01,101518.25,-16.08,358.0,-5.87,82.81,16.37,19.0,-7.06,-1.12,0.7,-5.19,5.355417817500331,26.054183925043596,0.13108383510028174,2.9290523337421006,-1.0000000000000009,44.49999999999999,-7.000000000000028,45.05829557362328
20.29,30.01,101518.25,-16.08,359.12,-5.81,81.87,30.31,18.06,1.25,3.31,0.6,-3.9,5.150349502703675,35.304705068871485,0.1167620779061257,-2.4378433572146396,221.49999999999997,-4.999999999999999,64.50000000000003,230.75419822833123
20.29,29.96,101517.82,-16.04,359.56,-6.06,80.5,17.56,2.69,-2.44,-0.05,0.69,-0.02,0.692098258919931,17.931628481540653,1.4929083466155897,1.9513027039072615,-168.0,4.499999999999998,194.0,256.6714826388004
20.29,29.96,101517.82,-16.04,359.56,-6.19,79.56,17.12,-1.69,5.06,-1.32,-0.92,-1.91,2.4973786256793344,17.931929622882194,-0.3772726196658383,2.5368652058203334,-63.5,-80.49999999999999,-94.5,139.43726187787823
20.29,29.95,101517.68,-16.03,359.0,-6.62,79.44,-3.69,-2.31,13.88,1.93,-1.21,-2.12,3.111816189944387,14.546704094055121,-0.39937266025949797,-2.4030736987005503,162.5,-14.499999999999996,-10.500000000000009,163.48317956291405
20.29,29.95,101517.68,-16.03,357.87,-7.44,79.87,-13.13,-6.75,20.69,1.74,-2.98,-2.22,4.103218249130797,25.417228409092917,-0.8128643994001862,-2.476818158772448,-9.499999999999996,-88.5,-5.000000000000004,89.14875209446288
20.3,29.6,101518.87,-16.13,190.62,-82.19,-115.81,-111.75,24.94,7.25,0.44,4.11,-1.59,4.428747001127972,114.72849951080158,1.1890828905197355,-2.871619196844009,-65.0,354.5,31.500000000000004,361.7837752028137
