temperature,humidity,pressure,altitude,absolute_orientation[0],absolute_orientation[1],absolute_orientation[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],linear_acceleration[0],linear_acceleration[1],linear_acceleration[2],acceleration_magnitude,angular_velocity_magnitude,pitch,roll,jerk[0],jerk[1],jerk[2],jerk_magnitude
19.92,33.48,101516.15,-15.9,0.0,-7.12,101.0,-0.19,0.13,0.0,0.0,0.0,0.01,0.01,0.23021728866442678,0.0,-0.0,0.0,0.0,0.0,0.0
19.92,33.56,101512.92,-15.63,0.0,-7.12,101.0,0.0,0.0,-0.06,-0.01,0.0,0.02,0.022360679774997897,0.06,0.0,0.4636476090008061,-0.5,0.0,0.5,0.7071067811865476
19.92,33.56,101512.92,-15.63,0.0,-7.12,101.0,0.0,-0.06,-0.06,0.0,0.0,0.02,0.02,0.08485281374238571,0.0,-0.0,0.5,0.0,0.0,0.5
19.93,33.64,101518.27,-16.08,0.0,-7.12,101.0,0.25,-0.06,-0.13,0.0,0.06,0.0,0.06,0.28809720581775866,1.5707963267948966,-0.0,0.0,3.0,-1.0,3.1622776601683795
19.93,33.64,101518.27,-16.08,0.0,-7.12,101.0,0.0,0.19,-0.06,0.01,0.09,0.0,0.09055385138137416,0.19924858845171275,1.460139105621001,-1.5707963267948966,0.5,1.5,0.0,1.5811388300841898
19.92,33.71,101516.91,-15.97,0.0,-7.12,101.0,-0.06,0.0,0.0,0.02,0.08,0.0,0.08246211251235322,0.06,1.3258176636680326,-1.5707963267948966,0.5,-0.4999999999999997,0.0,0.7071067811865474
19.92,33.71,101516.91,-15.97,0.0,-7.12,101.0,-0.06,0.0,0.06,0.0,-0.01,0.02,0.022360679774997897,0.08485281374238571,-0.4636476090008061,-0.0,-1.0,-4.5,1.0,4.716990566028302
19.92,33.79,101516.67,-15.95,0.0,-7.12,101.0,0.06,0.0,0.0,0.0,-0.05,-0.01,0.050990195135927854,0.06,-1.373400766945016,-3.141592653589793,0.0,-2.0,-1.5,2.5
19.92,33.79,101516.67,-15.95,0.0,-7.12,101.0,0.13,-0.19,0.0,0.02,-0.02,-0.01,0.030000000000000002,0.23021728866442678,-0.7297276562269663,-2.0344439357957027,1.0,1.5,0.0,1.8027756377319946
19.93,34.34,101517.72,-16.03,0.0,-7.12,101.0,-0.25,-0.13,0.0,0.03,0.09,0.01,0.09539392014169455,0.28178005607210743,1.232906715629036,-1.2490457723982544,0.4999999999999999,5.5,1.0,5.612486080160912
19.93,34.34,101517.72,-16.03,0.0,-7.12,101.0,0.13,-0.06,-0.06,-0.01,0.0,0.0,0.01,0.15524174696260024,0.0,1.5707963267948966,-2.0,-4.5,-0.5,4.949747468305833
19.93,34.36,101516.23,-15.91,0.0,-7.12,101.0,0.13,0.13,0.0,0.01,-0.05,0.01,0.05196152422706632,0.18384776310850237,-1.2951535275786312,-0.7853981633974483,1.0,-2.5,0.5,2.7386127875258306
19.93,34.36,101516.23,-15.91,0.0,-7.12,101.0,-0.06,-0.06,0.0,0.0,-0.06,-0.03,0.0670820393249937,0.08485281374238571,-1.1071487177940904,-3.141592653589793,-0.5,-0.4999999999999997,-2.0,2.1213203435596424
19.93,34.38,101515.73,-15.87,0.0,-7.12,101.0,-0.25,0.0,0.06,0.03,0.09,0.02,0.09695359714832658,0.2570992026436488,1.18975833143758,-0.982793723247329,1.5,7.5,2.5,8.04673846971554
19.93,34.38,101515.73,-15.87,0.0,-7.12,101.0,-0.37,0.13,0.13,0.01,0.09,0.04,0.09899494936611665,0.41315856520227195,1.1412080069892718,-0.24497866312686414,-0.9999999999999998,0.0,1.0,1.414213562373095
19.94,34.41,101516.41,-15.92,0.0,-7.12,101.0,0.06,0.06,0.0,0.01,0.09,0.04,0.09899494936611665,0.08485281374238571,1.1412080069892718,-0.24497866312686414,0.0,0.0,0.0,0.0
19.94,34.41,101516.41,-15.92,0.0,-7.12,101.0,0.31,-0.06,0.06,-0.02,-0.1,-0.02,0.10392304845413264,0.32140317359976395,-1.2951535275786312,2.356194490192345,-1.5,-9.5,-3.0,10.074720839804943
