temperature,humidity,pressure,altitude,absolute_orientation[0],absolute_orientation[1],absolute_orientation[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],linear_acceleration[0],linear_acceleration[1],linear_acceleration[2],acceleration_magnitude,angular_velocity_magnitude,pitch,roll,jerk[0],jerk[1],jerk[2],jerk_magnitude,fall
0.0,0.0,0.0,0.0,356.94,-7.06,91.06,-0.31,-4.81,0.06,0.09,0.22,0.36,0.4313930922024598,4.820352684192309,0.5351565561350283,-0.2449786631268641,7.5,-10.5,18.0,22.147234590350106,0
0.0,0.0,0.0,0.0,356.75,-7.06,91.0,-0.31,-4.81,-0.19,-0.1,0.14,0.24,0.295296461204668,4.823722628841754,0.4939413689195812,0.3947911196997615,-9.5,-3.999999999999999,-6.0,11.926860441876563,0
0.0,0.0,0.0,0.0,356.5,-7.06,90.94,-0.62,-4.5,-0.13,-0.02,0.32,0.31,0.4459820624195552,4.544370143375207,0.8002319129702119,0.0644268394255535,4.0,9.0,3.5000000000000004,10.452272480183437,0
0.0,0.0,0.0,0.0,357.94,-7.19,93.81,0.0,-1.12,0.0,0.03,0.22,-0.36,0.422965719651132,1.12,0.5470110152206441,-3.058451421701352,2.5,-5.0,-33.49999999999999,33.96321539548338,0
0.0,0.0,0.0,0.0,357.87,-7.19,94.0,-0.19,-2.0,0.06,0.01,0.17,-0.61,0.6333245613427605,2.009900495049444,0.2717574161481699,-3.125200679281788,-0.9999999999999998,-2.5,-12.5,12.78671185254442,0
0.0,0.0,0.0,0.0,357.75,-7.19,94.25,-0.56,-2.31,-0.13,-0.08,0.19,-0.54,0.578013840664737,2.380462140005591,0.334939308848737,2.994514298201391,-4.5,0.9999999999999994,3.4999999999999973,5.787918451395112,0
0.0,0.0,0.0,0.0,357.62,-7.25,94.44,-0.31,-1.75,-0.37,-0.03,0.18,-0.52,0.5510898293381942,1.8153512056899623,0.3327310611823927,3.0839642261123195,2.5,-0.5000000000000004,1.0000000000000009,2.738612787525831,0
0.0,0.0,0.0,0.0,357.5,-7.31,94.69,-0.25,-0.37,-0.13,0.19,0.21,-0.12,0.3075711299845939,0.4650806381693394,0.7515456677327659,-2.134112588286865,11.0,1.5,20.0,22.874658467395747,0
0.0,0.0,0.0,0.0,357.5,-7.31,94.69,0.06,-0.37,-0.19,0.03,0.24,-0.01,0.2420743687382041,0.4202380277890138,1.4397894210848192,-1.892546881191539,-8.0,1.5,5.5,9.82344135219425,0
0.0,0.0,0.0,0.0,357.5,-7.25,94.69,0.25,0.19,0.13,0.06,0.19,-0.01,0.1994993734326,0.3398529093593285,1.260961497097828,-1.7359450042095237,1.5,-2.5,0.0,2.91547594742265,0
